,index,speaker,turn_type,text_annotated,text_user,text_correct
966,46,student,student,"<DMCC corr=""I"">i</DMCC>  <GADVO corr=""also want to"">want also <WM corr=""to"">\0</WM></GADVO> visit  visit <GA corr=""the"">\0</GA> Duomo  Duomo <CSINTRA corr=""and"">e</CSINTRA> Ponte Vecchio. I  Ponte Vecchio. I <DMCC corr=""think"">Think</DMCC> that Florence is a  that Florence is a <FS corr=""beautiful"">beatiful</FS> place to visit place to visit",i want also \0 visit \0 Duomo e Ponte Vecchio. I Think that Florence is a beatiful place to visit,I also want to visit to the Duomo and Ponte Vecchio. I think that Florence is a beautiful place to visit
967,48,student,student,"<DMCC corr=""Are"">are</DMCC> there other  there other <GNN corr=""cathedrals"">cathedral</GNN> to visit? to visit?",are there other cathedral to visit?,Are there other cathedrals to visit?
968,50,student,student,"<DMCA corr=""Okay"">OK</DMCA> are there any famous  are there any famous <LSN corr=""paintings"">pictures</LSN> in  in <GA corr=""the"">\0</GA> Basilica di Santa Croce? Basilica di Santa Croce?",OK are there any famous pictures in \0 Basilica di Santa Croce?,Okay are there any famous paintings in the Basilica di Santa Croce?
969,52,student,student,"<WO corr=""The Tomb of Michelangelo is very beautiful"">Very <FS corr=""beautiful"">beatiful</FS> <WM corr=""is"">\0</WM> <GA corr=""the"">\0</GA> Tomb of Michelangelo</WO>. Are there other sculptures in this . Are there other sculptures in this <FS corr=""cathedral"">catedral</FS>??",Very beatiful \0 \0 Tomb of Michelangelo. Are there other sculptures in this catedral?,The Tomb of Michelangelo is very beautiful. Are there other sculptures in this beautiful is the Tomb of Michelangelo cathedral?
970,54,student,student,"<DMCC corr=""I"">i</DMCC> think that  think that <GA corr=""the"">\0</GA>  <DMCC corr=""Pazzi Chapel"">pazzi chapel</DMCC> is very interesting is very interesting",i think that \0 pazzi chapel is very interesting,I think that the Pazzi Chapel is very interesting
971,0,student,student,"I'd like to start a role play activity with <FS corr=""you"">uìyou</FS> to improve my  to improve my <DMCC corr=""English"">english</DMCC>",I'd like to start a role play activity with uìyou to improve my english,I'd like to start a role play activity with you to improve my English
972,2,student,student,"<FS corr=""Let's try"">Let'try</FS> to simulate a small talk at a party to simulate a small talk at a party",Let'try to simulate a small talk at a party,Let's try to simulate a small talk at a party
973,4,student,student,Hi mate! Nice to meet you! My name is User and I'm Name's boyfriend,Hi mate! Nice to meet you! My name is User and I'm Name's boyfriend,Hi mate! Nice to meet you! My name is User and I'm Name's boyfriend
974,6,student,student,No and it absolutely bothers me!,No and it absolutely bothers me!,No and it absolutely bothers me!
975,8,student,student,"Well, my university course keeps me busy and also I have volleyball practice every evening","Well, my university course keeps me busy and also I have volleyball practice every evening","Well, my university course keeps me busy and also I have volleyball practice every evening"
976,10,student,student,"I'm attending the <LWCO corr=""International relations and diplomatic affairs"">INternational and Diplomatic Science</LWCO> Course at the  Course at the <FS corr=""University"">Univeristy</FS> of Bologna but here  of Bologna but here <LSPR corr=""on"">in</LSPR> the campus of Forlì the campus of Forlì",I'm attending the INternational and Diplomatic Science Course at the Univeristy of Bologna but here in the campus of Forlì,I'm attending the International relations and diplomatic affairs Course at the University of Bologna but here on the campus of Forlì
977,12,student,student,"No, I'm quite interested in many of the <LWCO corr=""topics"">arguments</LWCO> that we're studying now but I do not have  that we're studying now but I do not have <GDI corr=""a"">any</GDI> favorite one favorite one","No, I'm quite interested in many of the arguments that we're studying now but I do not have any favorite one","No, I'm quite interested in many of the topics that we're studying now but I do not have a favorite one"
978,14,student,student,Just recently... I've played basketball for many years before,Just recently... I've played basketball for many years before,Just recently... I've played basketball for many years before
979,16,student,student,"Well they're obviously different, but some particular physical skills, like <GVNF corr=""jumping"">jump</GVNF> or similar, are really relevant for both or similar, are really relevant for both","Well they're obviously different, but some particular physical skills, like jump or similar, are really relevant for both","Well they're obviously different, but some particular physical skills, like jumping or similar, are really relevant for both"
980,18,student,student,"Quickly, I'<GVAUX corr=""m"">\0</GVAUX> a champion! a champion!","Quickly, I'\0 a champion!","Quickly, I' m a champion!"
981,20,student,student,"Yes on the 25th of <DMCC corr=""December"">december</DMCC> we're facing our  we're facing our <GNN corr=""city rivals""><FS corr=""city rival"">city-rival</FS></GNN>",Yes on the 25th of december we're facing our city-rival,Yes on the 25th of December we're facing our city rivals city rival
982,22,student,student,Now I'd like to talk with you about holidays,Now I'd like to talk with you about holidays,Now I'd like to talk with you about holidays
983,24,student,student,"<DMCC corr=""The"">the</DMCC> role play activity  role play activity <GVT corr=""has ended"">it's end</GVT>",the role play activity it's end,The role play activity has ended
984,26,student,student,Now I'd like to talk with you about holidays,Now I'd like to talk with you about holidays,Now I'd like to talk with you about holidays
985,28,student,student,"Well, in my opinion, when we talk <LSPR corr=""about"">of</LSPR> holidays, I think mainly about the ones during the summer. In the last  holidays, I think mainly about the ones during the summer. In the last <GDT corr=""few"">\0</GDT> years I was not particularly excited about the upcoming  years I was not particularly excited about the upcoming <GPI corr=""ones"">\0</GPI> but lately, I'm becoming more and more interested in planning new  but lately, I'm becoming more and more interested in planning new <WM corr=""holidays"">\0</WM> for me and my friends and family. for me and my friends and family.","Well, in my opinion, when we talk of holidays, I think mainly about the ones during the summer. In the last \0 years I was not particularly excited about the upcoming \0 but lately, I'm becoming more and more interested in planning new \0 for me and my friends and family.","Well, in my opinion, when we talk about holidays, I think mainly about the ones during the summer. In the last few years I was not particularly excited about the upcoming ones but lately, I'm becoming more and more interested in planning new holidays for me and my friends and family."
986,30,student,student,"With my father we're <FS corr=""planning"">plannign</FS> many trips in Eastern Europe.  many trips in Eastern Europe. <Z corr=""There"">Here</Z>, the nature is , the nature is <FS corr=""great"">greta</FS>, the history is so fascinating and many of the attractions are cheap! So the program that we're thinking about , the history is so fascinating and many of the attractions are cheap! So the program that we're thinking about <GVN corr=""is"">are</GVN> very busy and full of activities: I do not know why people often avoid  very busy and full of activities: I do not know why people often avoid <GVNF corr=""visiting"">to visit</GVNF> these countries. They're awesome! these countries. They're awesome!","With my father we're plannign many trips in Eastern Europe. Here, the nature is greta, the history is so fascinating and many of the attractions are cheap! So the program that we're thinking about are very busy and full of activities: I do not know why people often avoid to visit these countries. They're awesome!","With my father we're planning many trips in Eastern Europe. There, the nature is great, the history is so fascinating and many of the attractions are cheap! So the program that we're thinking about is very busy and full of activities: I do not know why people often avoid visiting these countries. They're awesome!"
987,32,student,student,"The first place that comes to my mind that I absolutely want to visit is Romania <FS corr=""which"">whic</FS> is so underrated. is so underrated.",The first place that comes to my mind that I absolutely want to visit is Romania whic is so underrated.,The first place that comes to my mind that I absolutely want to visit is Romania which is so underrated.
988,0,student,student,Write an email to request a quote from local plumbers for backflow testing. I need it done in the next 2 weeks. Keep it short and casual.,Write an email to request a quote from local plumbers for backflow testing. I need it done in the next 2 weeks. Keep it short and casual.,Write an email to request a quote from local plumbers for backflow testing. I need it done in the next 2 weeks. Keep it short and casual.
989,2,student,student,"<DMCC corr=""Hi"">hi</DMCC> there, thank you for asking me, sure  there, thank you for asking me, sure <DMCC corr=""I"">i</DMCC> can  can <XVPR corr=""provide you with"">provide you</XVPR> a quote, what do  a quote, what do <GPP corr=""you"">\0</GPP> think about 25 dollars? Waiting for your answer, thanks. User.  think about 25 dollars? Waiting for your answer, thanks. User.","hi there, thank you for asking me, sure i can provide you a quote, what do \0 think about 25 dollars? Waiting for your answer, thanks. User.","Hi there, thank you for asking me, sure I can provide you with a quote, what do you think about 25 dollars? Waiting for your answer, thanks. User."
990,4,student,student,"Hi there, here you are, I can say that the 25$ quote includes all necessary testing, but <GA corr=""\0"">the</GA>  <FS corr=""potential"">potentional</FS> additional charges  additional charges <Z corr=""may"">can</Z> cost more... Is it  cost more... Is it <DMCA corr=""okay"">ok</DMCA> with you? Text me soon, bye, user.  with you? Text me soon, bye, user.","Hi there, here you are, I can say that the 25$ quote includes all necessary testing, but the potentional additional charges can cost more... Is it ok with you? Text me soon, bye, user.","Hi there, here you are, I can say that the 25$ quote includes all necessary testing, but \0 potential additional charges may cost more... Is it okay with you? Text me soon, bye, user."
991,6,student,student,"Hey there, so about the <FS corr=""potential"">potentional</FS> additional charges,  additional charges, <DMCC corr=""I"">i</DMCC> can't tell you exactly how much  can't tell you exactly how much <WO corr=""they can""><FS corr=""can"">caan</FS> <GPP corr=""they"">it</GPP></WO>  <LSV corr=""be""><GVT corr=""become"">became</GVT></LSV>, by the way, , by the way, <DMCC corr=""I"">i</DMCC>  <FS corr=""can"">cas</FS> assure you that it  assure you that it <FS corr=""won't"">wont</FS> be more than maybe 25$  be more than maybe 25$ <WR corr=""\0"">plus</WR>. Waiting for your reply, . Waiting for your reply, <DMCC corr=""I"">i</DMCC> understand if it's not  understand if it's not <DMCA corr=""okay"">ok</DMCA> with you, but I hope that I can help you anyway. Thank you, user.  with you, but I hope that I can help you anyway. Thank you, user.","Hey there, so about the potentional additional charges, i can't tell you exactly how much caan it became, by the way, i cas assure you that it wont be more than maybe 25$ plus. Waiting for your reply, i understand if it's not ok with you, but I hope that I can help you anyway. Thank you, user.","Hey there, so about the potential additional charges, I can't tell you exactly how much they can can they be, by the way, become I can assure you that it won't be more than maybe 25$ \0. Waiting for your reply, I understand if it's not okay with you, but I hope that I can help you anyway. Thank you, user."
