,index,speaker,turn_type,text_an,text_og,text_ok
1020,22,student,student,"<DMCC corr=""Finally"">finally</DMCC> <DMCC corr=""I"">i</DMCC> have bought my  ticket and <DMCC corr=""I"">i</DMCC> can go <LSPR corr=""to"">in</LSPR> my university. <DMCC corr=""But"">but</DMCC> what <GVT corr=""would have happened"">would </GVT> if <LWCO corr=""happen"">success</LWCO> <DMCC corr=""I"">i</DMCC> <GVT corr=""didn't"">don't</GVT> <WM corr=""buy"">\0</WM> it",finally i have bought my  ticket and i can go in my university. but what would success if i don't \0 it,Finally I have bought my  ticket and I can go to my university. But what would have happened if happen I didn't buy it
1021,24,student,student,"<DMCC corr=""Now"">now</DMCC>, <DMCC corr=""I"">i</DMCC> <XVCO corr=""would like to go"">would go</XVCO> <LSPR corr=""to"">in</LSPR> <GA corr=""a"">the</GA> restaurant for dinner. <DMCC corr=""Where"">where</DMCC> could <DMCC corr=""I"">i</DMCC> go?","now, i would go in the restaurant for dinner. where could i go?","Now, I would like to go to a restaurant for dinner. Where could I go?"
1022,26,student,student,"<DMCC corr=""Where"">where</DMCC> <WO corr=""could I go"">None</WO> for dinner in <DMCC corr=""I"">i</DMCC> could go <DMCC corr=""Macerata"">macerata</DMCC>",where i could go for dinner in macerata,Where could I go for dinner in I could go Macerata
1023,28,student,student,"<DMCC corr=""Thanks"">thanks</DMCC>, but <DMCC corr=""I"">i</DMCC> <LP corr=""am lactose intolerant"">have </LP> <XNPR corr=""intolerance to"">None</XNPR> milk <FS corr=""intolerance"">intollerance</FS> of","thanks, but i have intollerance of milk","Thanks, but I am lactose intolerant intolerance to milk intolerance of"
1024,30,student,student,"Macerata <GVN corr=""has"">have</GVN> many <GNC corr=""sushi restaurants"">None</GNC> and international <GNN corr=""restaurants"">restaurant</GNN> of sushi <GNN corr=""cuisines"">None</GNN>. <FS corr=""cuisine"">cousine</FS>",Macerata have many restaurant of sushi and international cousine.,Macerata has many sushi restaurants and international restaurants of sushi cuisines. cuisine
1025,32,student,student,"<DMCC corr=""I"">i</DMCC> am <GA corr=""a"">\0</GA> <GNC corr=""girl from Puglia"">Puglia's girl</GNC> and <DMCC corr=""I"">i</DMCC> love the mediterranean cuisine. <DMCC corr=""I"">i</DMCC> like pasta <QL corr=""and"">,</QL> meat. <DMCC corr=""How"">how</DMCC> many <FS corr=""dishes"">wishes</FS> <WR corr=""\0"">of food</WR> are there <QM corr=""?"">\0</QM>","i am \0 Puglia's girl and i love the mediterranean cuisine. i like pasta, meat. how many wishes of food are there\0",I am a girl from Puglia and I love the mediterranean cuisine. I like pasta and meat. How many dishes \0 are there ?
1026,0,student,student,"<DMCC corr=""Hi"">hi</DMCC> <DMCC corr=""ChatGPT"">None</DMCC> <FS corr=""chatgpt"">catgpt</FS> <DMCC corr=""I"">i</DMCC> want to practice and improve my English so let's <LSN corr=""do"">make</LSN> a role play <WR corr=""\0"">game</WR>",hi  catgpt i want to practice and improve my English so let's make a role play game,Hi ChatGPT chatgpt I want to practice and improve my English so let's do a role play \0
1027,2,student,student,"<DMCC corr=""Yes"">yes</DMCC> <DMCC corr=""I"">I</DMCC> was thinking about buying a flight ticket for <DMCC corr=""London"">london</DMCC> but <DMCC corr=""I'm"">i'm</DMCC> not sure if it's <FS corr=""a"">I</FS> good idea or not.",yes I was thinking about buying a flight ticket for london but i'm not sure if it's I good idea or not.,Yes I was thinking about buying a flight ticket for London but I'm not sure if it's a good idea or not.
1028,4,student,student,"<DMCC corr=""Hi"">hi</DMCC>, I'm trying to plan a trip to London for my boyfriend's birthday but I don't <WM corr=""know"">\0</WM> in which period I should book the flight to spend <LP corr=""as little as"">the less</LP> I can","hi, I'm trying to plan a trip to London for my boyfriend's birthday but I don't \0 in which period I should book the flight to spend the less I can","Hi, I'm trying to plan a trip to London for my boyfriend's birthday but I don't know in which period I should book the flight to spend as little as I can"
1029,6,student,student,"<DMCC corr=""Sooo"">sooo</DMCC> like October or November  could be the perfect choice?",sooo like October or November  could be the perfect choice?,Sooo like October or November  could be the perfect choice?
1030,8,student,student,"<DMCC corr=""I"">i</DMCC> prefer <WR corr=""\0"">I </WR>direct flights and not more than 4 days because I heard that London is really expensive",i prefer I direct flights and not more than 4 days because I heard that London is really expensive,I prefer \0direct flights and not more than 4 days because I heard that London is really expensive
1031,10,student,student,"<DMCC corr=""Yeah"">yeah</DMCC> I think <FS corr=""it's"">its</FS> a good idea. I was looking for a cheap stay but at the same time I <GVAUX corr=""would"">\0</GVAUX> prefer to find something in the center of <DMCC corr=""London"">london</DMCC> so <DMCC corr=""I"">i</DMCC> can go everywhere easily",yeah I think its a good idea. I was looking for a cheap stay but at the same time I \0 prefer to find something in the center of london so i can go everywhere easily,Yeah I think it's a good idea. I was looking for a cheap stay but at the same time I would prefer to find something in the center of London so I can go everywhere easily
1032,12,student,student,"<DMCC corr=""For"">for</DMCC> the accommodation I just found something cute in Camden <DMCC corr=""Town"">town</DMCC> but I'm not sure yet. <DMCC corr=""I'm"">None</DMCC> not interested in any guided tours because I prefer to be as independent as possible so I can do whatever I want whenever I want. <FS corr=""i'm"">im</FS> <DMCC corr=""I"">i</DMCC> just need some <XVPR corr=""help with"">help on</XVPR> organizing the trip in general, the activities to do, and also where to eat then I will <LSV corr=""do"">make</LSV> it by myself","for the accommodation I just found something cute in Camden town but I'm not sure yet.   im not interested in any guided tours because I prefer to be as independent as possible so I can do whatever I want whenever I want. i just need some help on organizing the trip in general, the activities to do, and also where to eat then I will make it by myself","For the accommodation I just found something cute in Camden Town but I'm not sure yet. I'm not interested in any guided tours because I prefer to be as independent as possible so I can do whatever I want whenever I want. i'm I just need some help with organizing the trip in general, the activities to do, and also where to eat then I will do it by myself"
1033,14,student,student,"<DMCC corr=""Yes"">yes</DMCC> I would like <GPP corr=""you"">\0</GPP> <XVCO corr=""to"">\0</XVCO> <QC corr="","">.</QC> but please <XNPR corr=""pay attention to"">pay attention on</XNPR> the price and also recommend <GPP corr=""\0"">me</GPP> some <WO corr=""vintage markets you know where I can find some unique pieces"">vintage </WO>. <GNN corr=""markets"">market</GNN> where I can find some unique pieces you know",yes I would like \0 \0. but please pay attention on the price and also recommend me some vintage market where I can find some unique pieces you know.,"Yes I would like you to , but please pay attention to the price and also recommend \0 some vintage markets you know where I can find some unique pieces. markets where I can find some unique pieces you know"
1034,16,student,student,"<DMCC corr=""Thank"">thank</DMCC> you very much for your availability but <FS corr=""let's"">lets</FS> switch <GNN corr=""scenarios"">scenario</GNN>. <DMCC corr=""Now"">now</DMCC> I want to do a small talk <WM corr=""activity"">\0</WM> about something really ""painful"" for me","thank you very much for your availability but lets switch scenario.    now I want to do a small talk \0 about something really ""painful"" for me","Thank you very much for your availability but let's switch scenarios. Now I want to do a small talk activity about something really ""painful"" for me"
1035,18,student,student,"<DMCC corr=""Ok"">ok</DMCC>. I think painful <FS corr=""is"">its</FS> not the right word to describe how I feel when I think about my future. I just feel that I'm not making the right <FS corr=""thing"">think</FS>, that the life I'm building right now is <Z corr=""not"">\0</Z> the life that I want","ok. I think painful its not the right word to describe how I feel when I think about my future. I just feel that I'm not making the right think, that the life I'm building right now is \0 the life that I want","Ok. I think painful is not the right word to describe how I feel when I think about my future. I just feel that I'm not making the right thing, that the life I'm building right now is not the life that I want"
1036,20,student,student,"<DMCC corr=""I"">i</DMCC> don't want to spend the rest of my life studying something that <GADVO corr=""I would probably not"">I would not probably</GADVO> do in my future. I <FS corr=""don't"">done</FS> want to waste my time thinking about what other people will think <LSPR corr=""of"">about</LSPR> me, I don't want to waste my time focusing only on <LSN corr=""getting"">taking</LSN> good marks instead of enjoying what I'm studying.","i don't want to spend the rest of my life studying something that I would not probably do in my future. I done want to waste my time thinking about what other people will think about me, I don't want to waste my time focusing only on taking good marks instead of enjoying what I'm studying.","I don't want to spend the rest of my life studying something that I would probably not do in my future. I don't want to waste my time thinking about what other people will think of me, I don't want to waste my time focusing only on getting good marks instead of enjoying what I'm studying."
1037,22,student,student,"<DMCC corr=""The"">the</DMCC> only <FS corr=""thing"">think</FS> I want to do is explore the world with the people <FS corr=""that"">the</FS> I love without any worries about <GA corr=""\0"">the</GA> money. I just want to feel free to do whatever I want and not <GVM corr=""feel"">feeling</GVM> like <GPP corr=""I"">\0</GPP> <GVAUX corr=""am"">\0</GVAUX> in jail and living <FS corr=""a"">I</FS> life built by someone else just because you have to be what <GA corr=""\0"">the</GA> society <FS corr=""wants"">what</FS> you to be",the only think I want to do is explore the world with the people the I love without any worries about the money. I just want to feel free to do whatever I want and not feeling like \0 \0 in jail and living I life built by someone else just because you have to be what  the society what you to be,The only thing I want to do is explore the world with the people that I love without any worries about \0 money. I just want to feel free to do whatever I want and not feel like I am in jail and living a life built by someone else just because you have to be what \0 society wants you to be
